,Entity,Year,Total GHG
3482,North Macedonia,1991,12600000.0
3483,North Macedonia,1992,11960000.0
3484,North Macedonia,1993,11950000.0
3485,North Macedonia,1994,11590000.0
3486,North Macedonia,1995,11170000.0
3487,North Macedonia,1996,12740000.0
3488,North Macedonia,1997,11550000.0
3489,North Macedonia,1998,12350000.0
3490,North Macedonia,1999,11420000.0
3491,North Macedonia,2000,11090000.0
3492,North Macedonia,2001,13150000.0
3493,North Macedonia,2002,12480000.0
3494,North Macedonia,2003,13380000.0
3495,North Macedonia,2004,13160000.0
3496,North Macedonia,2005,13560000.0
3497,North Macedonia,2006,12360000.0
3498,North Macedonia,2007,12830000.0
3499,North Macedonia,2008,12590000.0
3500,North Macedonia,2009,11910000.0
3501,North Macedonia,2010,11730000.0
3502,North Macedonia,2011,12660000.0
3503,North Macedonia,2012,12170000.0
3504,North Macedonia,2013,11290000.0
3505,North Macedonia,2014,10780000.0
3508,Norway,1990,30630000.0
3509,Norway,1991,28080000.0
3510,Norway,1992,28620000.0
3511,Norway,1993,30400000.0
3512,Norway,1994,31960000.0
3513,Norway,1995,31290000.0
3514,Norway,1996,32200000.000000004
3515,Norway,1997,33760000.0
3516,Norway,1998,35400000.0
3517,Norway,1999,37290000.0
3518,Norway,2000,31940000.0
3519,Norway,2001,25600000.0
3520,Norway,2002,25060000.0
3521,Norway,2003,27050000.0
3522,Norway,2004,27530000.0
3523,Norway,2005,26270000.0
3524,Norway,2006,25300000.0
3525,Norway,2007,25830000.0
3526,Norway,2008,24450000.0
3527,Norway,2009,23800000.0
3528,Norway,2010,26530000.0
3529,Norway,2011,25840000.0
3530,Norway,2012,24990000.0
3531,Norway,2013,24150000.0
3532,Norway,2014,24050000.0
3535,Oman,1990,14820000.0
3536,Oman,1991,19150000.0
3537,Oman,1992,18170000.0
3538,Oman,1993,17490000.0
3539,Oman,1994,17370000.0
3540,Oman,1995,19330000.0
3541,Oman,1996,19660000.0
3542,Oman,1997,21290000.0
3543,Oman,1998,21530000.0
3544,Oman,1999,24860000.0
3545,Oman,2000,27070000.0
3546,Oman,2001,29850000.0
3547,Oman,2002,31520000.0
3548,Oman,2003,32250000.0
3549,Oman,2004,32080000.0
3550,Oman,2005,32500000.0
3551,Oman,2006,42370000.0
3552,Oman,2007,46110000.0
3553,Oman,2008,44890000.0
3554,Oman,2009,48170000.0
3555,Oman,2010,52260000.0
3556,Oman,2011,58500000.0
3557,Oman,2012,65030000.0
3558,Oman,2013,68000000.0
3559,Oman,2014,71740000.0
3562,Pakistan,1990,180120000.0
3563,Pakistan,1991,181000000.0
3564,Pakistan,1992,190290000.0
3565,Pakistan,1993,200100000.0
3566,Pakistan,1994,206770000.0
3567,Pakistan,1995,217150000.0
3568,Pakistan,1996,224210000.0
3569,Pakistan,1997,231170000.0
3570,Pakistan,1998,234990000.0
3571,Pakistan,1999,247550000.0
3572,Pakistan,2000,249660000.0
3573,Pakistan,2001,251870000.0
3574,Pakistan,2002,258290000.00000003
3575,Pakistan,2003,266230000.00000003
3576,Pakistan,2004,283060000.0
3577,Pakistan,2005,291300000.0
3578,Pakistan,2006,312190000.0
3579,Pakistan,2007,328950000.0
3580,Pakistan,2008,331940000.0
3581,Pakistan,2009,342300000.0
3582,Pakistan,2010,336910000.0
3583,Pakistan,2011,352210000.0
3584,Pakistan,2012,356030000.0
3585,Pakistan,2013,366540000.0
3586,Pakistan,2014,379950000.0
3589,Palau,1991,-130000.0
3590,Palau,1992,100000.0
3591,Palau,1993,110000.0
3592,Palau,1994,110000.0
3593,Palau,1995,110000.0
3594,Palau,1996,110000.0
3595,Palau,1997,110000.0
3596,Palau,1998,110000.0
3597,Palau,1999,120000.0
3598,Palau,2000,120000.0
3599,Palau,2001,130000.0
3600,Palau,2002,130000.0
3601,Palau,2003,130000.0
3602,Palau,2004,130000.0
3603,Palau,2005,140000.0
3604,Palau,2006,280000.0
3605,Palau,2007,280000.0
3606,Palau,2008,270000.0
3607,Palau,2009,270000.0
3608,Palau,2010,270000.0
3609,Palau,2011,270000.0
3610,Palau,2012,280000.0
3611,Palau,2013,280000.0
3612,Palau,2014,290000.0
3615,Panama,1990,16890000.0
3616,Panama,1991,17360000.0
3617,Panama,1992,18000000.0
3618,Panama,1993,18250000.0
3619,Panama,1994,18620000.0
3620,Panama,1995,18830000.0
3621,Panama,1996,18560000.0
3622,Panama,1997,18470000.0
3623,Panama,1998,19550000.0
3624,Panama,1999,18670000.0
3625,Panama,2000,18820000.0
3626,Panama,2001,20650000.0
3627,Panama,2002,20150000.0
3628,Panama,2003,20730000.0
3629,Panama,2004,20550000.0
3630,Panama,2005,22020000.0
3631,Panama,2006,21920000.0
3632,Panama,2007,21690000.0
3633,Panama,2008,21800000.0
3634,Panama,2009,23500000.0
3635,Panama,2010,24280000.0
3636,Panama,2011,25360000.0
3637,Panama,2012,26320000.0
3638,Panama,2013,26610000.0
3639,Panama,2014,27030000.0
3642,Papua New Guinea,1990,63120000.0
3643,Papua New Guinea,1991,64040000.00000001
3644,Papua New Guinea,1992,65069999.99999999
3645,Papua New Guinea,1993,66040000.00000001
3646,Papua New Guinea,1994,67260000.0
3647,Papua New Guinea,1995,68170000.0
3648,Papua New Guinea,1996,54400000.0
3649,Papua New Guinea,1997,171220000.0
3650,Papua New Guinea,1998,57010000.0
3651,Papua New Guinea,1999,56390000.0
3652,Papua New Guinea,2000,56230000.0
3653,Papua New Guinea,2001,53140000.0
3654,Papua New Guinea,2002,75990000.0
3655,Papua New Guinea,2003,64560000.0
3656,Papua New Guinea,2004,103640000.0
3657,Papua New Guinea,2005,60850000.0
3658,Papua New Guinea,2006,72850000.0
3659,Papua New Guinea,2007,58680000.0
3660,Papua New Guinea,2008,63430000.0
3661,Papua New Guinea,2009,58840000.0
3662,Papua New Guinea,2010,66910000.0
3663,Papua New Guinea,2011,58450000.0
3664,Papua New Guinea,2012,60400000.0
3665,Papua New Guinea,2013,64250000.0
3666,Papua New Guinea,2014,74880000.0
3669,Paraguay,1990,107600000.0
3670,Paraguay,1991,104660000.0
3671,Paraguay,1992,103970000.0
3672,Paraguay,1993,104220000.0
3673,Paraguay,1994,104270000.0
3674,Paraguay,1995,106210000.0
3675,Paraguay,1996,102280000.0
3676,Paraguay,1997,103520000.0
3677,Paraguay,1998,103810000.0
3678,Paraguay,1999,107000000.0
3679,Paraguay,2000,102440000.0
3680,Paraguay,2001,110010000.0
3681,Paraguay,2002,112460000.0
3682,Paraguay,2003,112250000.0
3683,Paraguay,2004,109480000.0
3684,Paraguay,2005,111390000.0
3685,Paraguay,2006,166320000.0
3686,Paraguay,2007,170400000.0
3687,Paraguay,2008,166960000.0
3688,Paraguay,2009,169050000.0
3689,Paraguay,2010,171920000.0
3690,Paraguay,2011,187710000.0
3691,Paraguay,2012,189600000.0
3692,Paraguay,2013,193560000.0
3693,Paraguay,2014,192970000.0
3696,Peru,1990,88520000.0
3697,Peru,1991,87200000.0
3698,Peru,1992,88140000.0
3699,Peru,1993,89240000.0
3700,Peru,1994,91750000.0
3701,Peru,1995,96560000.0
3702,Peru,1996,99310000.0
3703,Peru,1997,101220000.0
3704,Peru,1998,101490000.0
3705,Peru,1999,105410000.0
3706,Peru,2000,105930000.0
3707,Peru,2001,103930000.0
3708,Peru,2002,106050000.0
3709,Peru,2003,106410000.0
3710,Peru,2004,110400000.0
3711,Peru,2005,115470000.0
3712,Peru,2006,137580000.0
3713,Peru,2007,144130000.0
3714,Peru,2008,146260000.0
3715,Peru,2009,149920000.0
3716,Peru,2010,155800000.0
3717,Peru,2011,158340000.0
3718,Peru,2012,159390000.0
3719,Peru,2013,160560000.0
3720,Peru,2014,163700000.0
3723,Philippines,1990,93440000.0
3724,Philippines,1991,93410000.0
3725,Philippines,1992,95560000.0
3726,Philippines,1993,101090000.0
3727,Philippines,1994,108910000.0
3728,Philippines,1995,121100000.0
3729,Philippines,1996,129820000.0
3730,Philippines,1997,138350000.0
3731,Philippines,1998,132220000.0
3732,Philippines,1999,137860000.0
3733,Philippines,2000,139740000.0
3734,Philippines,2001,153270000.0
3735,Philippines,2002,155070000.0
3736,Philippines,2003,158170000.0
3737,Philippines,2004,161910000.0
3738,Philippines,2005,163380000.0
3739,Philippines,2006,174340000.0
3740,Philippines,2007,180030000.0
3741,Philippines,2008,183140000.0
3742,Philippines,2009,185250000.0
3743,Philippines,2010,191370000.0
3744,Philippines,2011,103170000.0
3745,Philippines,2012,108250000.0
3746,Philippines,2013,119610000.0
3747,Philippines,2014,127640000.0
3750,Poland,1990,426630000.0
3751,Poland,1991,422360000.0
3752,Poland,1992,411550000.0
3753,Poland,1993,411100000.0
3754,Poland,1994,406380000.0
3755,Poland,1995,405910000.0
3756,Poland,1996,420690000.0
3757,Poland,1997,410460000.0
3758,Poland,1998,380740000.0
3759,Poland,1999,369990000.0
3760,Poland,2000,356570000.0
3761,Poland,2001,345710000.0
3762,Poland,2002,338060000.0
3763,Poland,2003,350130000.0
3764,Poland,2004,354020000.0
3765,Poland,2005,355740000.0
3766,Poland,2006,286660000.0
3767,Poland,2007,286630000.0
3768,Poland,2008,280380000.0
3769,Poland,2009,264550000.0
3770,Poland,2010,282520000.0
3771,Poland,2011,360530000.0
3772,Poland,2012,353510000.0
3773,Poland,2013,348120000.0
3774,Poland,2014,335050000.0
3777,Portugal,1990,57960000.0
3778,Portugal,1991,59670000.0
3779,Portugal,1992,63650000.0
3780,Portugal,1993,62610000.0
3781,Portugal,1994,64510000.00000001
3782,Portugal,1995,68260000.0
3783,Portugal,1996,66640000.0
3784,Portugal,1997,68910000.0
3785,Portugal,1998,74080000.0
3786,Portugal,1999,80820000.0
3787,Portugal,2000,80340000.0
3788,Portugal,2001,83940000.0
3789,Portugal,2002,88770000.0
3790,Portugal,2003,84380000.0
3791,Portugal,2004,85630000.0
3792,Portugal,2005,89700000.0
3793,Portugal,2006,77730000.0
3794,Portugal,2007,76270000.0
3795,Portugal,2008,73990000.0
3796,Portugal,2009,73270000.0
3797,Portugal,2010,68180000.0
3798,Portugal,2011,68840000.0
3799,Portugal,2012,67190000.0
3800,Portugal,2013,65530000.0
3801,Portugal,2014,64920000.0
3804,Qatar,1990,14040000.0
3805,Qatar,1991,16210000.0
3806,Qatar,1992,16469999.999999998
3807,Qatar,1993,17370000.0
3808,Qatar,1994,18270000.0
3809,Qatar,1995,19070000.0
3810,Qatar,1996,20020000.0
3811,Qatar,1997,21710000.0
3812,Qatar,1998,23110000.0
3813,Qatar,1999,25410000.0
3814,Qatar,2000,24270000.0
3815,Qatar,2001,26190000.0
3816,Qatar,2002,30540000.0
3817,Qatar,2003,32070000.0
3818,Qatar,2004,35590000.0
3819,Qatar,2005,44840000.0
3820,Qatar,2006,49080000.0
3821,Qatar,2007,56380000.0
3822,Qatar,2008,60640000.0
3823,Qatar,2009,63380000.0
3824,Qatar,2010,69340000.0
3825,Qatar,2011,73310000.0
3826,Qatar,2012,80910000.0
3827,Qatar,2013,83140000.0
3828,Qatar,2014,89190000.0
3831,Romania,1990,246680000.0
3832,Romania,1991,204540000.0
3833,Romania,1992,183490000.0
3834,Romania,1993,171210000.0
3835,Romania,1994,167740000.0
3836,Romania,1995,173320000.0
3837,Romania,1996,176440000.0
3838,Romania,1997,163570000.0
3839,Romania,1998,146130000.0
3840,Romania,1999,130520000.0
3841,Romania,2000,135080000.0
3842,Romania,2001,140350000.0
3843,Romania,2002,138020000.0
3844,Romania,2003,143630000.0
3845,Romania,2004,140160000.0
3846,Romania,2005,138760000.0
3847,Romania,2006,135940000.0
3848,Romania,2007,133840000.0
3849,Romania,2008,130360000.0
3850,Romania,2009,113370000.0
3851,Romania,2010,110230000.0
3852,Romania,2011,-42820000.0
3853,Romania,2012,-44780000.0
3854,Romania,2013,-56920000.0
3855,Romania,2014,-57880000.0
3858,Russia,1990,3559400000.0
3859,Russia,1991,3463010000.0
3860,Russia,1992,3223070000.0
3861,Russia,1993,2965810000.0
3862,Russia,1994,2682660000.0
3863,Russia,1995,2602080000.0
3864,Russia,1996,2508250000.0
3865,Russia,1997,2317880000.0
3866,Russia,1998,2370700000.0
3867,Russia,1999,2352950000.0
3868,Russia,2000,2418990000.0
3869,Russia,2001,2329980000.0
3870,Russia,2002,2381150000.0
3871,Russia,2003,2552060000.0
3872,Russia,2004,2443690000.0
3873,Russia,2005,2492300000.0
3874,Russia,2006,2379410000.0
3875,Russia,2007,2352000000.0
3876,Russia,2008,2616540000.0
3877,Russia,2009,2281070000.0
3878,Russia,2010,2401660000.0
3879,Russia,2011,2478200000.0
3880,Russia,2012,2541380000.0
3881,Russia,2013,2413770000.0
3882,Russia,2014,2414840000.0
3885,Rwanda,1990,13420000.0
3886,Rwanda,1991,13400000.0
3887,Rwanda,1992,13330000.0
3888,Rwanda,1993,13250000.0
3889,Rwanda,1994,13130000.0
3890,Rwanda,1995,12880000.0
3891,Rwanda,1996,12380000.0
3892,Rwanda,1997,12630000.0
3893,Rwanda,1998,12750000.0
3894,Rwanda,1999,12840000.0
3895,Rwanda,2000,12730000.0
3896,Rwanda,2001,-5750000.0
3897,Rwanda,2002,-5710000.0
3898,Rwanda,2003,-3780000.0
3899,Rwanda,2004,-5120000.0
3900,Rwanda,2005,-4540000.0
3901,Rwanda,2006,4050000.0
3902,Rwanda,2007,3170000.0
3903,Rwanda,2008,4730000.0
3904,Rwanda,2009,3920000.0
3905,Rwanda,2010,4440000.0
3906,Rwanda,2011,5410000.0
3907,Rwanda,2012,5280000.0
3908,Rwanda,2013,6420000.0
3909,Rwanda,2014,5250000.0
3912,Saint Kitts and Nevis,1990,150000.0
3913,Saint Kitts and Nevis,1991,150000.0
3914,Saint Kitts and Nevis,1992,160000.0
3915,Saint Kitts and Nevis,1993,160000.0
3916,Saint Kitts and Nevis,1994,170000.0
3917,Saint Kitts and Nevis,1995,180000.0
3918,Saint Kitts and Nevis,1996,190000.0
3919,Saint Kitts and Nevis,1997,200000.0
3920,Saint Kitts and Nevis,1998,210000.0
3921,Saint Kitts and Nevis,1999,220000.0
3922,Saint Kitts and Nevis,2000,230000.0
3923,Saint Kitts and Nevis,2001,250000.0
3924,Saint Kitts and Nevis,2002,270000.0
3925,Saint Kitts and Nevis,2003,270000.0
3926,Saint Kitts and Nevis,2004,290000.0
3927,Saint Kitts and Nevis,2005,270000.0
3928,Saint Kitts and Nevis,2006,400000.0
3929,Saint Kitts and Nevis,2007,420000.0
3930,Saint Kitts and Nevis,2008,430000.0
3931,Saint Kitts and Nevis,2009,440000.0
3932,Saint Kitts and Nevis,2010,440000.0
3933,Saint Kitts and Nevis,2011,350000.0
3934,Saint Kitts and Nevis,2012,330000.0
3935,Saint Kitts and Nevis,2013,340000.0
3936,Saint Kitts and Nevis,2014,340000.0
3939,Saint Lucia,1990,840000.0
3940,Saint Lucia,1991,860000.0
3941,Saint Lucia,1992,910000.0
3942,Saint Lucia,1993,940000.0
3943,Saint Lucia,1994,1010000.0
3944,Saint Lucia,1995,990000.0
3945,Saint Lucia,1996,930000.0
3946,Saint Lucia,1997,830000.0
3947,Saint Lucia,1998,700000.0
3948,Saint Lucia,1999,630000.0
3949,Saint Lucia,2000,550000.0
3950,Saint Lucia,2001,610000.0
3951,Saint Lucia,2002,570000.0
3952,Saint Lucia,2003,600000.0
3953,Saint Lucia,2004,600000.0
3954,Saint Lucia,2005,620000.0
3955,Saint Lucia,2006,860000.0
3956,Saint Lucia,2007,880000.0
3957,Saint Lucia,2008,900000.0
3958,Saint Lucia,2009,890000.0
3959,Saint Lucia,2010,920000.0
3960,Saint Lucia,2011,740000.0
3961,Saint Lucia,2012,750000.0
3962,Saint Lucia,2013,760000.0
3963,Saint Lucia,2014,770000.0
3966,Saint Vincent and the Grenadines,1990,50000.0
3967,Saint Vincent and the Grenadines,1991,50000.0
3968,Saint Vincent and the Grenadines,1992,60000.0
3969,Saint Vincent and the Grenadines,1993,80000.0
3970,Saint Vincent and the Grenadines,1994,100000.0
3971,Saint Vincent and the Grenadines,1995,110000.0
3972,Saint Vincent and the Grenadines,1996,110000.0
3973,Saint Vincent and the Grenadines,1997,110000.0
3974,Saint Vincent and the Grenadines,1998,140000.0
3975,Saint Vincent and the Grenadines,1999,150000.0
3976,Saint Vincent and the Grenadines,2000,130000.0
3977,Saint Vincent and the Grenadines,2001,220000.0
3978,Saint Vincent and the Grenadines,2002,220000.0
3979,Saint Vincent and the Grenadines,2003,230000.0
3980,Saint Vincent and the Grenadines,2004,250000.0
3981,Saint Vincent and the Grenadines,2005,250000.0
3982,Saint Vincent and the Grenadines,2006,480000.0
3983,Saint Vincent and the Grenadines,2007,490000.0
3984,Saint Vincent and the Grenadines,2008,490000.0
3985,Saint Vincent and the Grenadines,2009,580000.0
3986,Saint Vincent and the Grenadines,2010,490000.0
3987,Saint Vincent and the Grenadines,2011,300000.0
3988,Saint Vincent and the Grenadines,2012,350000.0
3989,Saint Vincent and the Grenadines,2013,310000.0
3990,Saint Vincent and the Grenadines,2014,310000.0
3993,Samoa,1990,-1710000.0
3994,Samoa,1991,-1700000.0
3995,Samoa,1992,-1700000.0
3996,Samoa,1993,-1700000.0
3997,Samoa,1994,-1660000.0
3998,Samoa,1995,-1660000.0
3999,Samoa,1996,-1650000.0
4000,Samoa,1997,-1640000.0
4001,Samoa,1998,-1630000.0
4002,Samoa,1999,-1630000.0
4003,Samoa,2000,-1600000.0
4004,Samoa,2001,370000.0
4005,Samoa,2002,350000.0
4006,Samoa,2003,360000.0
4007,Samoa,2004,360000.0
4008,Samoa,2005,370000.0
4009,Samoa,2006,-60000.0
4010,Samoa,2007,-60000.0
4011,Samoa,2008,-50000.0
4012,Samoa,2009,-40000.0
4013,Samoa,2010,-30000.0
4014,Samoa,2011,550000.0
4015,Samoa,2012,540000.0
4016,Samoa,2013,550000.0
4017,Samoa,2014,550000.0
4020,Sao Tome and Principe,1990,90000.0
4021,Sao Tome and Principe,1991,90000.0
4022,Sao Tome and Principe,1992,100000.0
4023,Sao Tome and Principe,1993,100000.0
4024,Sao Tome and Principe,1994,100000.0
4025,Sao Tome and Principe,1995,100000.0
4026,Sao Tome and Principe,1996,100000.0
4027,Sao Tome and Principe,1997,100000.0
4028,Sao Tome and Principe,1998,100000.0
4029,Sao Tome and Principe,1999,100000.0
4030,Sao Tome and Principe,2000,100000.0
4031,Sao Tome and Principe,2001,100000.0
4032,Sao Tome and Principe,2002,110000.0
4033,Sao Tome and Principe,2003,110000.0
4034,Sao Tome and Principe,2004,120000.0
4035,Sao Tome and Principe,2005,120000.0
4036,Sao Tome and Principe,2006,420000.0
4037,Sao Tome and Principe,2007,420000.0
4038,Sao Tome and Principe,2008,420000.0
4039,Sao Tome and Principe,2009,430000.0
4040,Sao Tome and Principe,2010,440000.0
4041,Sao Tome and Principe,2011,150000.0
4042,Sao Tome and Principe,2012,160000.0
4043,Sao Tome and Principe,2013,160000.0
4044,Sao Tome and Principe,2014,170000.0
4047,Saudi Arabia,1990,190620000.0
4048,Saudi Arabia,1991,212820000.0
4049,Saudi Arabia,1992,227560000.0
4050,Saudi Arabia,1993,235950000.0
4051,Saudi Arabia,1994,250080000.0
4052,Saudi Arabia,1995,255120000.0
4053,Saudi Arabia,1996,269680000.0
4054,Saudi Arabia,1997,253560000.0
4055,Saudi Arabia,1998,271900000.0
4056,Saudi Arabia,1999,278620000.0
4057,Saudi Arabia,2000,291530000.0
4058,Saudi Arabia,2001,297910000.0
4059,Saudi Arabia,2002,318210000.0
4060,Saudi Arabia,2003,331490000.0
4061,Saudi Arabia,2004,349910000.0
4062,Saudi Arabia,2005,367360000.0
4063,Saudi Arabia,2006,390250000.0
4064,Saudi Arabia,2007,412810000.0
4065,Saudi Arabia,2008,450540000.0
4066,Saudi Arabia,2009,470820000.0
4067,Saudi Arabia,2010,515510000.0
4068,Saudi Arabia,2011,534470000.0
4069,Saudi Arabia,2012,568120000.0
4070,Saudi Arabia,2013,585750000.0
4071,Saudi Arabia,2014,629140000.0
4074,Senegal,1990,21120000.0
4075,Senegal,1991,21520000.0
4076,Senegal,1992,22070000.0
4077,Senegal,1993,22470000.0
4078,Senegal,1994,22830000.0
4079,Senegal,1995,23240000.0
4080,Senegal,1996,24640000.0
4081,Senegal,1997,25230000.0
4082,Senegal,1998,26470000.0
4083,Senegal,1999,28760000.0
4084,Senegal,2000,28740000.0
4085,Senegal,2001,28110000.0
4086,Senegal,2002,27460000.0
4087,Senegal,2003,25630000.0
4088,Senegal,2004,27650000.0
4089,Senegal,2005,28640000.0
4090,Senegal,2006,29040000.0
4091,Senegal,2007,28440000.0
4092,Senegal,2008,30060000.0
4093,Senegal,2009,29780000.0
4094,Senegal,2010,31390000.0
4095,Senegal,2011,30980000.0
4096,Senegal,2012,30100000.0
4097,Senegal,2013,31330000.0
4098,Senegal,2014,32270000.000000004
4101,Serbia,1990,77360000.0
4102,Serbia,1991,67060000.0
4103,Serbia,1992,61800000.0
4104,Serbia,1993,56010000.0
4105,Serbia,1994,52350000.0
4106,Serbia,1995,58880000.0
4107,Serbia,1996,66440000.0
4108,Serbia,1997,71220000.0
4109,Serbia,1998,70940000.0
4110,Serbia,1999,53600000.0
4111,Serbia,2000,55560000.0
4112,Serbia,2001,57650000.0
4113,Serbia,2002,60950000.0
4114,Serbia,2003,63910000.0
4115,Serbia,2004,69300000.0
4116,Serbia,2005,61680000.0
4117,Serbia,2006,4080000.0
4118,Serbia,2007,3560000.0
4119,Serbia,2008,1610000.0
4120,Serbia,2009,-440000.0
4121,Serbia,2010,-500000.0
4122,Serbia,2011,67390000.0
4123,Serbia,2012,62370000.0
4124,Serbia,2013,63050000.0
4125,Serbia,2014,55300000.0
4128,Seychelles,1990,220000.0
4129,Seychelles,1991,240000.0
4130,Seychelles,1992,240000.0
4131,Seychelles,1993,250000.0
4132,Seychelles,1994,270000.0
4133,Seychelles,1995,270000.0
4134,Seychelles,1996,310000.0
4135,Seychelles,1997,420000.0
4136,Seychelles,1998,520000.0
4137,Seychelles,1999,600000.0
4138,Seychelles,2000,660000.0
4139,Seychelles,2001,720000.0
4140,Seychelles,2002,630000.0
4141,Seychelles,2003,640000.0
4142,Seychelles,2004,830000.0
4143,Seychelles,2005,790000.0
4144,Seychelles,2006,830000.0
4145,Seychelles,2007,750000.0
4146,Seychelles,2008,800000.0
4147,Seychelles,2009,630000.0
4148,Seychelles,2010,560000.0
4149,Seychelles,2011,460000.0
4150,Seychelles,2012,560000.0
4151,Seychelles,2013,530000.0
4152,Seychelles,2014,630000.0
4155,Sierra Leone,1990,11030000.0
4156,Sierra Leone,1991,11060000.0
4157,Sierra Leone,1992,10980000.0
4158,Sierra Leone,1993,11060000.0
4159,Sierra Leone,1994,11040000.0
4160,Sierra Leone,1995,10820000.0
4161,Sierra Leone,1996,9010000.0
4162,Sierra Leone,1997,9030000.0
4163,Sierra Leone,1998,9120000.0
4164,Sierra Leone,1999,8890000.0
4165,Sierra Leone,2000,8860000.0
4166,Sierra Leone,2001,9440000.0
4167,Sierra Leone,2002,9600000.0
4168,Sierra Leone,2003,11860000.0
4169,Sierra Leone,2004,13050000.0
4170,Sierra Leone,2005,11090000.0
4171,Sierra Leone,2006,15100000.0
4172,Sierra Leone,2007,12410000.0
4173,Sierra Leone,2008,11120000.0
4174,Sierra Leone,2009,12950000.0
4175,Sierra Leone,2010,11190000.0
4176,Sierra Leone,2011,11780000.0
4177,Sierra Leone,2012,14010000.0
4178,Sierra Leone,2013,13000000.0
4179,Sierra Leone,2014,14770000.0
4182,Singapore,1990,31620000.0
4183,Singapore,1991,34800000.0
4184,Singapore,1992,37360000.0
4185,Singapore,1993,44300000.0
4186,Singapore,1994,47850000.0
4187,Singapore,1995,49200000.0
4188,Singapore,1996,50600000.0
4189,Singapore,1997,50760000.0
4190,Singapore,1998,49750000.0
4191,Singapore,1999,50640000.0
4192,Singapore,2000,55260000.0
4193,Singapore,2001,55120000.0
4194,Singapore,2002,54180000.0
4195,Singapore,2003,51120000.0
4196,Singapore,2004,52490000.0
4197,Singapore,2005,50800000.0
4198,Singapore,2006,51400000.0
4199,Singapore,2007,52660000.0
4200,Singapore,2008,52820000.0
4201,Singapore,2009,53890000.0
4202,Singapore,2010,58160000.0
4203,Singapore,2011,61310000.0
4204,Singapore,2012,61100000.0
4205,Singapore,2013,62280000.0
4206,Singapore,2014,62220000.0
4209,Slovakia,1990,57050000.0
4210,Slovakia,1991,48990000.0
4211,Slovakia,1992,46490000.0
4212,Slovakia,1993,43810000.0
4213,Slovakia,1994,41110000.0
4214,Slovakia,1995,41660000.0
4215,Slovakia,1996,41750000.0
4216,Slovakia,1997,41570000.0
4217,Slovakia,1998,40360000.0
4218,Slovakia,1999,38850000.0
4219,Slovakia,2000,36310000.0
4220,Slovakia,2001,37650000.0
4221,Slovakia,2002,37060000.0
4222,Slovakia,2003,37340000.0
4223,Slovakia,2004,36690000.0
4224,Slovakia,2005,37620000.0
4225,Slovakia,2006,39920000.0
4226,Slovakia,2007,38920000.0
4227,Slovakia,2008,38770000.0
4228,Slovakia,2009,35140000.0
4229,Slovakia,2010,36770000.0
4230,Slovakia,2011,36610000.0
4231,Slovakia,2012,34300000.0
4232,Slovakia,2013,34910000.0
4233,Slovakia,2014,32270000.000000004
4236,Slovenia,1990,10980000.0
4237,Slovenia,1991,9940000.0
4238,Slovenia,1992,9670000.0
4239,Slovenia,1993,10460000.0
4240,Slovenia,1994,10480000.0
4241,Slovenia,1995,11410000.0
4242,Slovenia,1996,12230000.0
4243,Slovenia,1997,12690000.0
4244,Slovenia,1998,12360000.0
4245,Slovenia,1999,11620000.0
4246,Slovenia,2000,11420000.0
4247,Slovenia,2001,8770000.0
4248,Slovenia,2002,8840000.0
4249,Slovenia,2003,8830000.0
4250,Slovenia,2004,8980000.0
4251,Slovenia,2005,9170000.0
4252,Slovenia,2006,12080000.0
4253,Slovenia,2007,12050000.0
4254,Slovenia,2008,13000000.0
4255,Slovenia,2009,11000000.0
4256,Slovenia,2010,11260000.0
4257,Slovenia,2011,12860000.0
4258,Slovenia,2012,12310000.0
4259,Slovenia,2013,11600000.0
4260,Slovenia,2014,10120000.0
4263,Solomon Islands,1990,2080000.0
4264,Solomon Islands,1991,2090000.0
4265,Solomon Islands,1992,2090000.0
4266,Solomon Islands,1993,2100000.0
4267,Solomon Islands,1994,2100000.0
4268,Solomon Islands,1995,2110000.0
4269,Solomon Islands,1996,2110000.0
4270,Solomon Islands,1997,2120000.0
4271,Solomon Islands,1998,2130000.0
4272,Solomon Islands,1999,2150000.0
4273,Solomon Islands,2000,2160000.0
4274,Solomon Islands,2001,2170000.0
4275,Solomon Islands,2002,2180000.0
4276,Solomon Islands,2003,2190000.0
4277,Solomon Islands,2004,2200000.0
4278,Solomon Islands,2005,2210000.0
4279,Solomon Islands,2006,2150000.0
4280,Solomon Islands,2007,2170000.0
4281,Solomon Islands,2008,2190000.0
4282,Solomon Islands,2009,2210000.0
4283,Solomon Islands,2010,2220000.0
4284,Solomon Islands,2011,2600000.0
4285,Solomon Islands,2012,2620000.0
4286,Solomon Islands,2013,2640000.0
4287,Solomon Islands,2014,2660000.0
4290,Somalia,1990,40920000.0
4291,Somalia,1991,38050000.0
4292,Somalia,1992,36120000.0
4293,Somalia,1993,38120000.0
4294,Somalia,1994,40080000.0
4295,Somalia,1995,40760000.0
4296,Somalia,1996,41240000.0
4297,Somalia,1997,41660000.0
4298,Somalia,1998,41530000.0
4299,Somalia,1999,41630000.0
4300,Somalia,2000,41830000.0
4301,Somalia,2001,44240000.0
4302,Somalia,2002,44700000.0
4303,Somalia,2003,44970000.0
4304,Somalia,2004,45300000.0
4305,Somalia,2005,45780000.0
4306,Somalia,2006,42350000.0
4307,Somalia,2007,41270000.0
4308,Somalia,2008,41330000.0
