,Entity,Year,Consumption of Ozone
3676,Sierra Leone,2003,84.1
3677,Sierra Leone,2004,87.4
3678,Sierra Leone,2005,27.2
3679,Sierra Leone,2006,19.6
3680,Sierra Leone,2007,12.0
3681,Sierra Leone,2008,5.8
3682,Sierra Leone,2009,7.7
3683,Sierra Leone,2010,1.8
3684,Sierra Leone,2011,1.87
3685,Sierra Leone,2012,2.59
3686,Sierra Leone,2013,0.84
3688,Singapore,1990,4854.2
3689,Singapore,1991,1823.2
3690,Singapore,1992,2354.8
3691,Singapore,1993,2816.3
3692,Singapore,1994,1154.3
3693,Singapore,1995,991.8
3694,Singapore,1996,173.5
3695,Singapore,1997,-31.5
3696,Singapore,1998,123.0
3697,Singapore,1999,186.8
3698,Singapore,2000,168.0
3699,Singapore,2001,157.5
3700,Singapore,2002,146.7
3701,Singapore,2003,181.2
3702,Singapore,2004,215.8
3703,Singapore,2005,150.7
3704,Singapore,2006,331.1
3705,Singapore,2007,162.6
3706,Singapore,2008,168.7
3707,Singapore,2009,226.9
3708,Singapore,2010,207.0
3709,Singapore,2011,111.56
3710,Singapore,2012,169.27
3711,Singapore,2013,116.7
3713,Slovakia,1991,6.0
3714,Slovakia,1992,918.1
3715,Slovakia,1993,1299.1
3716,Slovakia,1994,634.3
3717,Slovakia,1995,391.3
3718,Slovakia,1996,1.2
3719,Slovakia,1997,10.2
3720,Slovakia,1998,12.6
3721,Slovakia,1999,3.7
3722,Slovakia,2000,5.0
3723,Slovakia,2001,6.8
3724,Slovakia,2002,4.5
3725,Slovakia,2003,3.5
3727,Slovenia,1990,1336.1
3728,Slovenia,1991,1152.9
3729,Slovenia,1992,1207.8
3730,Slovenia,1993,684.9
3731,Slovenia,1994,636.3
3732,Slovenia,1995,419.3
3733,Slovenia,1996,11.5
3734,Slovenia,1997,9.0
3735,Slovenia,1998,7.5
3736,Slovenia,1999,6.0
3737,Slovenia,2000,7.8
3738,Slovenia,2001,9.3
3739,Slovenia,2002,6.5
3740,Slovenia,2003,6.6
3742,Solomon Islands,1990,2.1
3743,Solomon Islands,1991,2.4
3744,Solomon Islands,1992,4.5
3745,Solomon Islands,1993,5.1
3746,Solomon Islands,1994,0.3
3747,Solomon Islands,1995,2.4
3748,Solomon Islands,1996,2.2
3749,Solomon Islands,1997,2.3
3750,Solomon Islands,1998,1.1
3751,Solomon Islands,1999,6.7
3752,Solomon Islands,2000,0.8
3753,Solomon Islands,2001,1.1
3754,Solomon Islands,2002,5.7
3755,Solomon Islands,2003,1.0
3756,Solomon Islands,2004,1.5
3757,Solomon Islands,2005,1.1
3758,Solomon Islands,2006,2.4
3759,Solomon Islands,2007,0.9
3760,Solomon Islands,2008,1.2
3761,Solomon Islands,2009,1.6
3762,Solomon Islands,2010,2.3
3763,Solomon Islands,2011,2.04
3764,Solomon Islands,2012,1.62
3765,Solomon Islands,2013,0.17
3766,Solomon Islands,2014,0.26
3768,Somalia,1990,269.6
3769,Somalia,1991,58.7
3770,Somalia,1992,32.2
3771,Somalia,1993,38.2
3772,Somalia,1994,45.0
3773,Somalia,1995,260.1
3774,Somalia,1996,259.4
3775,Somalia,1997,260.8
3776,Somalia,1998,266.9
3777,Somalia,1999,69.6
3778,Somalia,2000,87.7
3779,Somalia,2001,111.2
3780,Somalia,2002,124.1
3781,Somalia,2003,135.1
3782,Somalia,2004,122.1
3783,Somalia,2005,111.9
3784,Somalia,2006,107.3
3785,Somalia,2007,97.0
3786,Somalia,2008,24.7
3787,Somalia,2009,50.5
3788,Somalia,2010,45.3
3789,Somalia,2011,45.2
3790,Somalia,2012,17.63
3791,Somalia,2013,16.46
3793,South Africa,1990,18726.3
3794,South Africa,1991,7125.3
3795,South Africa,1992,10327.9
3796,South Africa,1993,6405.6
3797,South Africa,1994,3390.5
3798,South Africa,1995,2496.6
3799,South Africa,1996,798.5
3800,South Africa,1997,953.7
3801,South Africa,1998,1019.9
3802,South Africa,1999,975.1
3803,South Africa,2000,815.3
3804,South Africa,2001,723.6
3805,South Africa,2002,848.8
3806,South Africa,2003,915.2
3807,South Africa,2004,836.1
3808,South Africa,2005,716.1
3809,South Africa,2006,552.6
3810,South Africa,2007,576.4
3811,South Africa,2008,778.0
3812,South Africa,2009,730.1
3813,South Africa,2010,780.1
3814,South Africa,2011,667.25
3815,South Africa,2012,575.44
3816,South Africa,2013,426.44
3818,South America,1990,50388.9
3819,South America,1991,28459.1
3820,South America,1992,43660.8
3821,South America,1993,43377.3
3822,South America,1994,26541.7
3823,South America,1995,33686.1
3824,South America,1996,24767.5
3825,South America,1997,17125.7
3826,South America,1998,21626.8
3827,South America,1999,26493.0
3828,South America,2000,20913.9
3829,South America,2001,17298.2
3830,South America,2002,10039.9
3831,South America,2003,11365.5
3832,South America,2004,11361.8
3833,South America,2005,8295.8
3834,South America,2006,7912.4
3835,South America,2007,3881.2
3836,South America,2008,3024.2
3837,South America,2009,2791.54
3838,South America,2010,2840.29
3839,South America,2011,2654.48
3840,South America,2012,3180.96
3841,South America,2013,2327.72
3842,South America,2014,1397.89
3844,South Asia,1990,3274.5
3845,South Asia,1991,9001.0
3846,South Asia,1992,20520.3
3847,South Asia,1993,27270.8
3848,South Asia,1994,26001.9
3849,South Asia,1995,19011.0
3850,South Asia,1996,24310.6
3851,South Asia,1997,28703.2
3852,South Asia,1998,23719.9
3853,South Asia,1999,30537.4
3854,South Asia,2000,28161.4
3855,South Asia,2001,23659.6
3856,South Asia,2002,26531.1
3857,South Asia,2003,22944.3
3858,South Asia,2004,18610.6
3859,South Asia,2005,7971.1
3860,South Asia,2006,7598.7
3861,South Asia,2007,4407.9
3862,South Asia,2008,4056.9
3863,South Asia,2009,1953.8
3864,South Asia,2010,2780.4
3865,South Asia,2011,2320.14
3866,South Asia,2012,2448.06
3867,South Asia,2013,1661.09
3869,South East Asia,1991,18842.3
3870,South East Asia,1992,27934.3
3871,South East Asia,1994,26945.6
3872,South East Asia,1995,27958.8
3873,South East Asia,1996,24045.0
3874,South East Asia,1997,21113.0
3875,South East Asia,1998,16981.5
3876,South East Asia,1999,16341.9
3877,South East Asia,2000,16830.7
3878,South East Asia,2001,15746.0
3879,South East Asia,2002,13987.3
3880,South East Asia,2003,12210.0
3881,South East Asia,2004,10668.5
3882,South East Asia,2005,8056.4
3883,South East Asia,2006,4607.1
3884,South East Asia,2007,3374.8
3885,South East Asia,2008,2934.7
3886,South East Asia,2009,2941.8
3887,South East Asia,2010,2832.5
3888,South East Asia,2011,2255.01
3889,South East Asia,2012,2902.11
3890,South East Asia,2013,2148.66
3891,South East Asia,2014,1135.01
3893,South Korea,1991,0.0
3894,South Korea,1992,41823.2
3895,South Korea,1993,25913.8
3896,South Korea,1994,26222.6
3897,South Korea,1995,15083.1
3898,South Korea,1996,13888.2
3899,South Korea,1997,15258.7
3900,South Korea,1998,8765.3
3901,South Korea,1999,11574.3
3902,South Korea,2000,13746.1
3903,South Korea,2001,10382.3
3904,South Korea,2002,11745.9
3905,South Korea,2003,9447.0
3906,South Korea,2004,7472.3
3907,South Korea,2005,5337.0
3908,South Korea,2006,6464.1
3909,South Korea,2007,4557.2
3910,South Korea,2008,4052.4
3911,South Korea,2009,4272.3
3912,South Korea,2010,2113.9
3913,South Korea,2011,2119.34
3914,South Korea,2012,2088.17
3915,South Korea,2013,1893.13
3917,South Pacific,1991,91.8
3918,South Pacific,1992,58.9
3919,South Pacific,1993,59.2
3920,South Pacific,1994,63.8
3921,South Pacific,1995,93.6
3922,South Pacific,1996,109.9
3923,South Pacific,1997,68.5
3924,South Pacific,1998,153.5
3925,South Pacific,1999,263.3
3926,South Pacific,2000,129.2
3927,South Pacific,2001,98.8
3928,South Pacific,2002,57.0
3929,South Pacific,2003,33.0
3930,South Pacific,2004,31.5
3931,South Pacific,2005,26.8
3932,South Pacific,2006,15.5
3933,South Pacific,2007,16.7
3934,South Pacific,2008,9.5
3935,South Pacific,2009,13.3
3936,South Pacific,2010,16.6
3937,South Pacific,2011,19.19
3938,South Pacific,2012,19.93
3939,South Pacific,2013,11.39
3941,Southern Africa,1991,7644.3
3942,Southern Africa,1993,7653.4
3943,Southern Africa,1994,4976.0
3944,Southern Africa,1995,4125.5
3945,Southern Africa,1996,2467.7
3946,Southern Africa,1997,2661.2
3947,Southern Africa,1998,2803.5
3948,Southern Africa,1999,2087.4
3949,Southern Africa,2000,1870.6
3950,Southern Africa,2001,1984.9
3951,Southern Africa,2002,1527.1
3952,Southern Africa,2003,1518.3
3953,Southern Africa,2004,1376.7
3954,Southern Africa,2005,1139.2
3955,Southern Africa,2006,923.8
3956,Southern Africa,2007,775.5
3957,Southern Africa,2008,912.7
3958,Southern Africa,2009,870.58
3959,Southern Africa,2010,887.7
3960,Southern Africa,2011,767.81
3961,Southern Africa,2012,658.78
3962,Southern Africa,2013,503.69
3964,Sri Lanka,1990,218.2
3965,Sri Lanka,1991,215.2
3966,Sri Lanka,1992,240.4
3967,Sri Lanka,1993,332.5
3968,Sri Lanka,1994,377.7
3969,Sri Lanka,1995,552.2
3970,Sri Lanka,1996,566.2
3971,Sri Lanka,1997,355.4
3972,Sri Lanka,1998,314.6
3973,Sri Lanka,1999,273.5
3974,Sri Lanka,2000,252.0
3975,Sri Lanka,2001,227.5
3976,Sri Lanka,2002,227.4
3977,Sri Lanka,2003,212.8
3978,Sri Lanka,2004,198.8
3979,Sri Lanka,2005,163.6
3980,Sri Lanka,2006,117.7
3981,Sri Lanka,2007,77.6
3982,Sri Lanka,2008,10.3
3983,Sri Lanka,2009,13.5
3984,Sri Lanka,2010,14.5
3985,Sri Lanka,2011,16.33
3986,Sri Lanka,2012,18.02
3987,Sri Lanka,2013,13.37
3988,Sri Lanka,2014,12.89
3990,Sudan,1991,612.2
3991,Sudan,1993,333.7
3992,Sudan,1994,355.8
3993,Sudan,1995,643.8
3994,Sudan,1996,436.4
3995,Sudan,1997,314.8
3996,Sudan,1998,299.7
3997,Sudan,1999,299.7
3998,Sudan,2000,296.7
3999,Sudan,2001,271.2
4000,Sudan,2002,258.2
4001,Sudan,2003,218.9
4002,Sudan,2004,242.7
4003,Sudan,2005,227.2
4004,Sudan,2006,163.9
4005,Sudan,2007,106.4
4006,Sudan,2008,92.8
4007,Sudan,2009,73.4
4008,Sudan,2010,56.2
4009,Sudan,2011,56.2
4010,Sudan,2012,60.11
4011,Sudan,2013,51.94
4013,Suriname,1991,43.1
4014,Suriname,1995,46.0
4015,Suriname,1996,46.0
4016,Suriname,1997,47.0
4017,Suriname,1998,47.0
4018,Suriname,1999,48.0
4019,Suriname,2000,49.0
4020,Suriname,2001,51.0
4021,Suriname,2002,51.0
4022,Suriname,2003,12.4
4023,Suriname,2004,9.6
4024,Suriname,2005,8.5
4025,Suriname,2006,1.4
4026,Suriname,2007,2.7
4027,Suriname,2008,0.7
4028,Suriname,2009,2.7
4029,Suriname,2010,1.3
4030,Suriname,2011,4.01
4031,Suriname,2012,1.51
4032,Suriname,2013,1.24
4034,Sweden,1990,2621.3
4035,Sweden,1991,1648.3
4036,Sweden,1992,1691.9
4037,Sweden,1993,1051.1
4038,Sweden,1994,418.2
4040,Switzerland,1990,3393.6
4041,Switzerland,1991,2883.0
4042,Switzerland,1992,1902.8
4043,Switzerland,1993,1585.9
4044,Switzerland,1994,950.2
4045,Switzerland,1995,380.7
4046,Switzerland,1996,13.4
4047,Switzerland,1997,11.0
4048,Switzerland,1998,15.9
4049,Switzerland,1999,25.4
4050,Switzerland,2000,30.2
4051,Switzerland,2001,27.2
4052,Switzerland,2002,26.2
4053,Switzerland,2003,16.2
4054,Switzerland,2004,2.1
4055,Switzerland,2005,-16.1
4056,Switzerland,2006,10.6
4057,Switzerland,2007,9.5
4058,Switzerland,2008,10.0
4059,Switzerland,2009,12.0
4060,Switzerland,2010,1.6
4061,Switzerland,2011,1.35
4062,Switzerland,2012,0.9
4063,Switzerland,2013,1.4
4065,Syria,1990,1275.4
4066,Syria,1991,1398.8
4067,Syria,1992,1492.5
4068,Syria,1993,1578.5
4069,Syria,1994,2846.5
4070,Syria,1995,3007.5
4071,Syria,1996,3015.0
4072,Syria,1997,2756.2
4073,Syria,1998,1741.5
4074,Syria,1999,1808.5
4075,Syria,2000,1712.5
4076,Syria,2001,1988.9
4077,Syria,2002,1754.1
4078,Syria,2003,1654.1
4079,Syria,2004,1302.2
4080,Syria,2005,1100.3
4081,Syria,2006,710.8
4082,Syria,2007,372.3
4083,Syria,2008,289.8
4084,Syria,2009,230.7
4085,Syria,2010,167.5
4086,Syria,2011,176.57
4087,Syria,2012,83.18
4088,Syria,2013,28.03
4090,Tajikistan,1991,93.3
4091,Tajikistan,1995,32.7
4092,Tajikistan,1996,38.2
4093,Tajikistan,1997,51.6
4094,Tajikistan,1998,60.1
4095,Tajikistan,1999,52.4
4096,Tajikistan,2000,28.7
4097,Tajikistan,2001,29.4
4098,Tajikistan,2002,12.6
4099,Tajikistan,2003,5.9
4100,Tajikistan,2004,3.1
4101,Tajikistan,2005,3.5
4102,Tajikistan,2006,3.6
4103,Tajikistan,2007,3.8
4104,Tajikistan,2008,3.9
4105,Tajikistan,2009,2.6
4106,Tajikistan,2010,2.8
4107,Tajikistan,2011,2.9
4108,Tajikistan,2012,3.03
4109,Tajikistan,2013,2.28
4111,Tanzania,1991,0.0
4112,Tanzania,1993,188.3
4113,Tanzania,1994,266.1
4114,Tanzania,1995,284.1
4115,Tanzania,1996,297.5
4116,Tanzania,1997,225.2
4117,Tanzania,1998,131.8
4118,Tanzania,1999,99.6
4119,Tanzania,2000,215.5
4120,Tanzania,2001,131.2
4121,Tanzania,2002,71.5
4122,Tanzania,2003,148.2
4123,Tanzania,2004,98.8
4124,Tanzania,2005,104.3
4125,Tanzania,2006,59.8
4126,Tanzania,2007,34.2
4127,Tanzania,2008,22.3
4128,Tanzania,2009,11.7
4129,Tanzania,2010,2.0
4130,Tanzania,2011,9.97
4131,Tanzania,2012,9.45
4132,Tanzania,2013,1.64
4134,Thailand,1990,6984.2
4135,Thailand,1991,9683.8
4136,Thailand,1992,10473.1
4137,Thailand,1993,9292.6
4138,Thailand,1994,7766.3
4139,Thailand,1995,9320.9
4140,Thailand,1996,6648.7
4141,Thailand,1997,5471.8
4142,Thailand,1998,4739.4
4143,Thailand,1999,4971.7
4144,Thailand,2000,5104.6
4145,Thailand,2001,5204.7
4146,Thailand,2002,3612.5
4147,Thailand,2003,3152.1
4148,Thailand,2004,2528.5
4149,Thailand,2005,2317.3
4150,Thailand,2006,1464.4
4151,Thailand,2007,1380.6
4152,Thailand,2008,1197.5
4153,Thailand,2009,1012.0
4154,Thailand,2010,1088.8
4155,Thailand,2011,832.04
4156,Thailand,2012,1171.64
4157,Thailand,2013,863.32
4159,Timor,1991,0.3
4160,Timor,1995,40.5
4161,Timor,1996,41.0
4162,Timor,1997,33.6
4163,Timor,1998,25.9
4164,Timor,1999,23.6
4165,Timor,2000,21.6
4166,Timor,2007,2.7
4167,Timor,2009,0.9
4168,Timor,2010,0.5
4169,Timor,2011,0.15
4170,Timor,2012,0.21
4171,Timor,2013,0.29
4172,Timor,2014,0.31
4174,Togo,1990,41.0
4175,Togo,1991,42.8
4176,Togo,1992,44.5
4177,Togo,1993,46.4
4178,Togo,1994,48.3
4179,Togo,1995,50.4
4180,Togo,1996,33.7
4181,Togo,1997,35.2
4182,Togo,1998,36.7
4183,Togo,1999,41.7
4184,Togo,2000,41.0
4185,Togo,2001,37.9
4186,Togo,2002,35.3
4187,Togo,2003,37.7
4188,Togo,2004,30.1
4189,Togo,2005,21.7
4190,Togo,2006,12.7
4191,Togo,2007,9.9
4192,Togo,2008,9.4
4193,Togo,2009,20.3
4194,Togo,2010,20.6
4195,Togo,2011,19.14
4196,Togo,2012,19.8
4197,Togo,2013,18.98
4198,Togo,2014,17.88
4200,Tonga,1991,0.4
4201,Tonga,1995,2.2
4202,Tonga,1996,1.4
4203,Tonga,1997,1.4
4204,Tonga,1998,0.0
4205,Tonga,1999,83.4
4206,Tonga,2000,0.5
4207,Tonga,2001,0.8
4208,Tonga,2002,1.0
4209,Tonga,2003,0.3
4210,Tonga,2004,0.1
4211,Tonga,2005,0.0
4212,Tonga,2006,0.0
4213,Tonga,2007,0.1
4214,Tonga,2008,0.2
4215,Tonga,2009,0.1
4216,Tonga,2010,0.1
4217,Tonga,2011,0.07
4218,Tonga,2012,0.05
4219,Tonga,2013,0.04
4220,Tonga,2014,0.02
4222,Trinidad and Tobago,1990,196.6
4223,Trinidad and Tobago,1991,168.7
4224,Trinidad and Tobago,1992,137.1
4225,Trinidad and Tobago,1993,116.6
4226,Trinidad and Tobago,1994,157.7
4227,Trinidad and Tobago,1995,163.7
4228,Trinidad and Tobago,1996,170.0
4229,Trinidad and Tobago,1997,190.7
4230,Trinidad and Tobago,1998,214.8
4231,Trinidad and Tobago,1999,100.2
4232,Trinidad and Tobago,2000,109.1
4233,Trinidad and Tobago,2001,90.7
4234,Trinidad and Tobago,2002,93.9
4235,Trinidad and Tobago,2003,74.4
4236,Trinidad and Tobago,2004,54.9
4237,Trinidad and Tobago,2005,52.1
4238,Trinidad and Tobago,2006,73.0
4239,Trinidad and Tobago,2007,45.8
4240,Trinidad and Tobago,2008,56.8
4241,Trinidad and Tobago,2009,38.5
4242,Trinidad and Tobago,2010,54.1
4243,Trinidad and Tobago,2011,34.34
4244,Trinidad and Tobago,2012,88.9
4245,Trinidad and Tobago,2013,39.5
4246,Trinidad and Tobago,2014,26.55
4248,Tunisia,1990,742.2
4249,Tunisia,1991,1084.8
4250,Tunisia,1992,646.8
4251,Tunisia,1993,698.5
4252,Tunisia,1994,523.1
4253,Tunisia,1995,811.6
4254,Tunisia,1996,1011.1
4255,Tunisia,1997,1155.6
4256,Tunisia,1998,974.7
4257,Tunisia,1999,739.4
4258,Tunisia,2000,625.6
4259,Tunisia,2001,656.1
4260,Tunisia,2002,552.5
4261,Tunisia,2003,440.1
4262,Tunisia,2004,355.5
4263,Tunisia,2005,284.5
4264,Tunisia,2006,100.5
4265,Tunisia,2007,55.6
4266,Tunisia,2008,59.2
4267,Tunisia,2009,67.5
4268,Tunisia,2010,43.6
4269,Tunisia,2011,40.5
4270,Tunisia,2012,39.29
4271,Tunisia,2013,38.71
4273,Turkey,1990,4361.0
4274,Turkey,1991,3720.6
4275,Turkey,1992,4628.4
4276,Turkey,1993,5050.5
4277,Turkey,1994,3170.1
4278,Turkey,1995,4606.9
4279,Turkey,1996,4904.2
4280,Turkey,1997,4655.4
4281,Turkey,1998,4960.4
4282,Turkey,1999,2439.0
4283,Turkey,2000,1592.0
4284,Turkey,2001,1154.9
4285,Turkey,2002,1291.9
4286,Turkey,2003,1048.8
4287,Turkey,2004,867.9
4288,Turkey,2005,774.6
4289,Turkey,2006,901.1
4290,Turkey,2007,937.2
4291,Turkey,2008,762.5
4292,Turkey,2009,609.9
4293,Turkey,2010,493.03
4294,Turkey,2011,427.23
4295,Turkey,2012,318.18
4296,Turkey,2013,147.02
4298,Turkmenistan,1990,145.2
4299,Turkmenistan,1991,100.6
4300,Turkmenistan,1992,70.0
4301,Turkmenistan,1993,63.7
4302,Turkmenistan,1994,58.6
4303,Turkmenistan,1995,56.7
4304,Turkmenistan,1996,31.1
4305,Turkmenistan,1997,27.2
4306,Turkmenistan,1998,40.8
4307,Turkmenistan,1999,19.8
4308,Turkmenistan,2000,23.6
4309,Turkmenistan,2001,62.1
4310,Turkmenistan,2002,10.9
4311,Turkmenistan,2003,63.6
4312,Turkmenistan,2004,59.2
4313,Turkmenistan,2005,27.3
4314,Turkmenistan,2006,22.4
4315,Turkmenistan,2007,8.3
4316,Turkmenistan,2008,10.1
4317,Turkmenistan,2009,13.1
4318,Turkmenistan,2010,9.6
4319,Turkmenistan,2011,5.83
4320,Turkmenistan,2012,7.73
4321,Turkmenistan,2013,4.16
4322,Turkmenistan,2014,2.7
4324,Tuvalu,1991,0.0
4325,Tuvalu,1993,0.3
4326,Tuvalu,1994,0.3
4327,Tuvalu,1995,0.3
4328,Tuvalu,1996,0.4
4329,Tuvalu,1997,0.3
4330,Tuvalu,1998,0.3
4331,Tuvalu,1999,0.2
4332,Tuvalu,2000,0.0
4333,Tuvalu,2001,0.0
4334,Tuvalu,2002,0.0
4335,Tuvalu,2003,0.0
4336,Tuvalu,2004,0.0
4337,Tuvalu,2005,0.0
4338,Tuvalu,2006,0.0
4339,Tuvalu,2007,0.0
4340,Tuvalu,2008,0.0
4341,Tuvalu,2009,0.1
4342,Tuvalu,2010,0.1
4343,Tuvalu,2011,0.01
4344,Tuvalu,2012,0.02
4345,Tuvalu,2013,0.0
4346,Tuvalu,2014,0.0
4348,Uganda,1990,14.4
4349,Uganda,1991,14.9
4350,Uganda,1992,15.8
4351,Uganda,1993,21.0
4352,Uganda,1994,10.1
4353,Uganda,1995,14.2
4354,Uganda,1996,15.7
4355,Uganda,1997,24.5
4356,Uganda,1998,24.7
4357,Uganda,1999,24.5
4358,Uganda,2000,30.5
4359,Uganda,2001,37.6
4360,Uganda,2002,44.8
4361,Uganda,2003,28.6
4362,Uganda,2004,24.3
4363,Uganda,2005,6.5
4364,Uganda,2006,0.0
4365,Uganda,2007,0.0
4366,Uganda,2008,0.0
4367,Uganda,2009,0.0
4368,Uganda,2010,0.3
4369,Uganda,2011,0.12
4370,Uganda,2012,0.05
4371,Uganda,2013,0.0
4373,Ukraine,1990,4555.7
4374,Ukraine,1991,4555.7
4375,Ukraine,1992,3471.7
4376,Ukraine,1993,1726.0
4377,Ukraine,1994,2470.7
4378,Ukraine,1995,1172.6
4379,Ukraine,1996,1042.5
4380,Ukraine,1997,-756.3
4381,Ukraine,1998,3935.3
4382,Ukraine,1999,956.8
4383,Ukraine,2000,864.1
4384,Ukraine,2001,1099.6
4385,Ukraine,2002,145.5
4386,Ukraine,2003,158.2
4387,Ukraine,2004,164.3
4388,Ukraine,2005,133.5
4389,Ukraine,2006,97.3
4390,Ukraine,2007,93.5
4391,Ukraine,2008,75.0
4392,Ukraine,2009,63.5
4393,Ukraine,2010,86.9
4394,Ukraine,2011,93.29
4395,Ukraine,2012,93.29
4396,Ukraine,2013,59.4
4398,United Arab Emirates,1990,850.2
4399,United Arab Emirates,1991,1029.2
4400,United Arab Emirates,1992,1063.7
4401,United Arab Emirates,1993,1060.8
4402,United Arab Emirates,1994,645.5
4403,United Arab Emirates,1995,717.4
4404,United Arab Emirates,1996,616.0
4405,United Arab Emirates,1997,712.6
4406,United Arab Emirates,1998,856.8
4407,United Arab Emirates,1999,671.0
4408,United Arab Emirates,2000,625.8
4409,United Arab Emirates,2001,637.5
4410,United Arab Emirates,2002,624.2
4411,United Arab Emirates,2003,612.0
4412,United Arab Emirates,2004,645.3
4413,United Arab Emirates,2005,659.4
4414,United Arab Emirates,2006,541.1
4415,United Arab Emirates,2007,512.8
4416,United Arab Emirates,2008,560.7
4417,United Arab Emirates,2009,559.5
4418,United Arab Emirates,2010,583.6
4419,United Arab Emirates,2011,641.8
4420,United Arab Emirates,2012,692.62
4421,United Arab Emirates,2013,539.4
4423,United States,1990,232862.2
4424,United States,1991,223032.2
4425,United States,1992,203694.4
4426,United States,1993,192481.3
4427,United States,1994,102786.1
4428,United States,1995,48420.8
4429,United States,1996,14886.7
4430,United States,1997,-2980.6
4431,United States,1998,-2916.6
4432,United States,1999,13034.7
4433,United States,2000,3971.9
4434,United States,2001,22122.2
4435,United States,2002,16206.7
4436,United States,2003,12418.7
4437,United States,2004,13807.6
4438,United States,2005,10901.2
4439,United States,2006,10850.0
4440,United States,2007,8520.6
4441,United States,2008,6236.8
4442,United States,2009,4285.2
4443,United States,2010,2332.5
4444,United States,2011,1629.78
4445,United States,2012,-67.8
4446,United States,2013,714.38
4448,Uruguay,1991,464.8
4449,Uruguay,1992,326.8
4450,Uruguay,1993,241.1
4451,Uruguay,1994,339.7
4452,Uruguay,1995,258.4
4453,Uruguay,1996,187.1
4454,Uruguay,1997,223.5
4455,Uruguay,1998,218.4
4456,Uruguay,1999,143.1
4457,Uruguay,2000,141.3
4458,Uruguay,2001,152.0
4459,Uruguay,2002,100.9
4460,Uruguay,2003,129.4
4461,Uruguay,2004,115.3
4462,Uruguay,2005,119.1
4463,Uruguay,2006,106.1
4464,Uruguay,2007,55.7
4465,Uruguay,2008,53.9
4466,Uruguay,2009,36.8
4467,Uruguay,2010,30.6
4468,Uruguay,2011,23.62
4469,Uruguay,2012,34.05
4470,Uruguay,2013,15.47
4471,Uruguay,2014,17.8
4473,Uzbekistan,1991,4.4
4474,Uzbekistan,1993,675.7
4475,Uzbekistan,1994,278.7
4476,Uzbekistan,1995,304.4
4477,Uzbekistan,1996,274.4
4478,Uzbekistan,1997,57.9
4479,Uzbekistan,1998,120.1
4480,Uzbekistan,1999,53.1
4481,Uzbekistan,2000,44.2
4482,Uzbekistan,2001,18.1
4483,Uzbekistan,2002,0.8
4484,Uzbekistan,2003,2.3
4485,Uzbekistan,2004,1.8
4486,Uzbekistan,2005,3.5
4487,Uzbekistan,2006,3.8
4488,Uzbekistan,2007,0.1
4489,Uzbekistan,2008,2.3
4490,Uzbekistan,2009,1.8
4491,Uzbekistan,2010,0.9
4492,Uzbekistan,2011,4.14
4493,Uzbekistan,2012,2.44
4494,Uzbekistan,2013,4.58
4496,Vanuatu,1991,0.0
4497,Vanuatu,1995,0.5
4498,Vanuatu,1996,0.0
4499,Vanuatu,1997,0.4
4500,Vanuatu,1998,0.0
4501,Vanuatu,1999,0.0
4502,Vanuatu,2000,0.0
4503,Vanuatu,2001,0.0
4504,Vanuatu,2002,0.0
4505,Vanuatu,2003,0.0
4506,Vanuatu,2004,0.0
4507,Vanuatu,2005,0.0
4508,Vanuatu,2006,0.1
4509,Vanuatu,2007,0.6
4510,Vanuatu,2008,1.0
4511,Vanuatu,2009,0.1
4512,Vanuatu,2010,0.5
4513,Vanuatu,2011,0.08
4514,Vanuatu,2012,0.06
4515,Vanuatu,2013,0.06
4516,Vanuatu,2014,0.04
4518,Vatican,1991,0.0
4519,Vatican,2008,0.1
4520,Vatican,2009,0.0
4521,Vatican,2010,0.0
4522,Vatican,2011,0.02
4523,Vatican,2012,0.0
4524,Vatican,2013,0.0
4525,Vatican,2014,0.0
4527,Venezuela,1990,4808.6
4528,Venezuela,1991,4262.5
4529,Venezuela,1992,4661.9
4530,Venezuela,1993,3885.2
4531,Venezuela,1994,3274.0
4532,Venezuela,1995,5074.8
4533,Venezuela,1996,3139.9
4534,Venezuela,1997,3842.2
4535,Venezuela,1998,3294.2
4536,Venezuela,1999,5316.6
4537,Venezuela,2000,2905.1
4538,Venezuela,2001,2788.6
4539,Venezuela,2002,1653.0
4540,Venezuela,2003,1390.7
4541,Venezuela,2004,3174.2
4542,Venezuela,2005,1946.0
4543,Venezuela,2006,2626.4
4544,Venezuela,2007,146.0
4545,Venezuela,2008,133.5
4546,Venezuela,2009,165.3
4547,Venezuela,2010,197.7
4548,Venezuela,2011,165.07
4549,Venezuela,2012,246.14
4550,Venezuela,2013,139.89
4552,Vietnam,1991,430.0
4553,Vietnam,1994,476.5
4554,Vietnam,1995,700.1
4555,Vietnam,1996,748.6
4556,Vietnam,1997,790.0
4557,Vietnam,1998,565.0
4558,Vietnam,1999,466.2
4559,Vietnam,2000,369.4
4560,Vietnam,2001,353.7
4561,Vietnam,2002,447.4
4562,Vietnam,2003,404.6
4563,Vietnam,2004,419.3
4564,Vietnam,2005,458.7
4565,Vietnam,2006,401.1
4566,Vietnam,2007,298.2
4567,Vietnam,2008,277.5
4568,Vietnam,2009,289.3
4569,Vietnam,2010,311.7
4570,Vietnam,2011,292.87
4571,Vietnam,2012,269.93
4572,Vietnam,2013,252.85
4573,Vietnam,2014,236.72
4575,West Asia,1991,3468.2
4576,West Asia,1995,15510.6
